"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Apr 26 13:10:22 GMT 2025","Sat Apr 26 13:10:23 GMT 2025","1242","","ui.SimpleUITests","","ui.SimpleUITests","loginTest","loginTest()",""
"passed","Sat Apr 26 13:10:21 GMT 2025","Sat Apr 26 13:10:21 GMT 2025","292","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserImprovedTest3","createUserImprovedTest3()",""
"passed","Sat Apr 26 13:10:19 GMT 2025","Sat Apr 26 13:10:19 GMT 2025","323","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [3] User(id=0, username=chursovg2, firstName=Gena2, lastName=Chursov2, email=mentor.com, password=123qwerty, phone=1231123, userStatus=0)",""
"passed","Sat Apr 26 13:10:19 GMT 2025","Sat Apr 26 13:10:20 GMT 2025","1022","","apiTests.PetUserTests","","apiTests.PetUserTests","checkUserResponseBody","checkUserResponseBody()",""
"passed","Sat Apr 26 13:10:21 GMT 2025","Sat Apr 26 13:10:21 GMT 2025","313","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserImprovedTest2","createUserImprovedTest2()",""
"passed","Sat Apr 26 13:10:19 GMT 2025","Sat Apr 26 13:10:19 GMT 2025","300","","apiTests.PetUserTests","","apiTests.PetUserTests","checkUserResponseBodyImprovedTest","checkUserResponseBodyImprovedTest()",""
"passed","Sat Apr 26 13:10:20 GMT 2025","Sat Apr 26 13:10:21 GMT 2025","300","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserImprovedTest","createUserImprovedTest()",""
"passed","Sat Apr 26 13:10:25 GMT 2025","Sat Apr 26 13:10:25 GMT 2025","576","","ui.SimpleUITests","","ui.SimpleUITests","openSiteTest","openSiteTest()",""
"passed","Sat Apr 26 13:10:16 GMT 2025","Sat Apr 26 13:10:18 GMT 2025","2290","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [1] User(id=0, username=username, firstName=firstName, lastName=lastName, email=email, password=password, phone=phone, userStatus=0)",""
"passed","Sat Apr 26 13:10:18 GMT 2025","Sat Apr 26 13:10:19 GMT 2025","334","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [2] User(id=0, username=chursovg, firstName=Gena, lastName=Chursov, email=mentor.com, password=123qwerty, phone=1231123, userStatus=0)",""
"passed","Sat Apr 26 13:10:21 GMT 2025","Sat Apr 26 13:10:22 GMT 2025","282","","apiTests.PetUserTests","","apiTests.PetUserTests","createUser","createUser()",""
"passed","Sat Apr 26 13:10:23 GMT 2025","Sat Apr 26 13:10:25 GMT 2025","1769","","ui.SimpleUITests","","ui.SimpleUITests","openWebFormPageTest","openWebFormPageTest()",""
