"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 26 13:16:16 GMT 2025","Sat Apr 26 13:16:17 GMT 2025","845","","apiTests.PetUserTests","","apiTests.PetUserTests","checkUserResponseBody","checkUserResponseBody()",""
"broken","Sat Apr 26 13:16:17 GMT 2025","Sat Apr 26 13:16:18 GMT 2025","1295","","ui.SimpleUITests","","ui.SimpleUITests","loginTest","loginTest()",""
"passed","Sat Apr 26 13:16:17 GMT 2025","Sat Apr 26 13:16:17 GMT 2025","62","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserImprovedTest2","createUserImprovedTest2()",""
"passed","Sat Apr 26 13:16:16 GMT 2025","Sat Apr 26 13:16:16 GMT 2025","78","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [3] User(id=0, username=chursovg2, firstName=Gena2, lastName=Chursov2, email=mentor.com, password=123qwerty, phone=1231123, userStatus=0)",""
"passed","Sat Apr 26 13:16:17 GMT 2025","Sat Apr 26 13:16:17 GMT 2025","61","","apiTests.PetUserTests","","apiTests.PetUserTests","createUser","createUser()",""
"passed","Sat Apr 26 13:16:15 GMT 2025","Sat Apr 26 13:16:16 GMT 2025","91","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [2] User(id=0, username=chursovg, firstName=Gena, lastName=Chursov, email=mentor.com, password=123qwerty, phone=1231123, userStatus=0)",""
"passed","Sat Apr 26 13:16:13 GMT 2025","Sat Apr 26 13:16:15 GMT 2025","2090","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserParametrizedTest","createUserParametrizedTest(User) [1] User(id=0, username=username, firstName=firstName, lastName=lastName, email=email, password=password, phone=phone, userStatus=0)",""
"passed","Sat Apr 26 13:16:17 GMT 2025","Sat Apr 26 13:16:17 GMT 2025","67","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserImprovedTest3","createUserImprovedTest3()",""
"passed","Sat Apr 26 13:16:19 GMT 2025","Sat Apr 26 13:16:20 GMT 2025","547","","ui.SimpleUITests","","ui.SimpleUITests","openSiteTest","openSiteTest()",""
"passed","Sat Apr 26 13:16:16 GMT 2025","Sat Apr 26 13:16:16 GMT 2025","75","","apiTests.PetUserTests","","apiTests.PetUserTests","checkUserResponseBodyImprovedTest","checkUserResponseBodyImprovedTest()",""
"passed","Sat Apr 26 13:16:17 GMT 2025","Sat Apr 26 13:16:17 GMT 2025","66","","apiTests.PetUserTests","","apiTests.PetUserTests","createUserImprovedTest","createUserImprovedTest()",""
"passed","Sat Apr 26 13:16:18 GMT 2025","Sat Apr 26 13:16:19 GMT 2025","1239","","ui.SimpleUITests","","ui.SimpleUITests","openWebFormPageTest","openWebFormPageTest()",""
